Year,drug,equity,popularity,normalizedcountry,CV,label,Sport
1896,0.0,,,,,0,Alpine Skiing
1900,0.0,,,,,0,Alpine Skiing
1904,0.0,,,,,0,Alpine Skiing
1906,0.0,,,,,0,Alpine Skiing
1908,0.0,,,,,0,Alpine Skiing
1912,0.0,,,,,0,Alpine Skiing
1920,0.0,,,,,0,Alpine Skiing
1924,0.0,,,,,0,Alpine Skiing
1928,0.0,,,,,0,Alpine Skiing
1932,0.0,,,,,0,Alpine Skiing
1936,0.0,,,,,1,Alpine Skiing
1948,0.0,,,,,1,Alpine Skiing
1952,0.0,,,,,1,Alpine Skiing
1956,0.0,,,,,1,Alpine Skiing
1960,0.0,,,,,1,Alpine Skiing
1964,0.0,,,,,1,Alpine Skiing
1968,0.0,,,,,1,Alpine Skiing
1972,0.0,,,,,1,Alpine Skiing
1976,0.0,,,,,1,Alpine Skiing
1980,0.0,,,,,1,Alpine Skiing
1984,0.0,,,,,1,Alpine Skiing
1988,0.0,,,,,1,Alpine Skiing
1992,0.0,,,,,1,Alpine Skiing
1996,0.0,,,,,0,Alpine Skiing
2000,0.0,,,,,0,Alpine Skiing
2004,0.0,,,,,0,Alpine Skiing
2008,0.0,,,,,0,Alpine Skiing
2012,0.0,,,,,0,Alpine Skiing
2016,0.0,,,,,0,Alpine Skiing
2020,0.0,,,,,0,Alpine Skiing
2024,0.0,,,,,0,Alpine Skiing
1896,0.0,,,,,0,Alpinism
1900,0.0,,,,,0,Alpinism
1904,0.0,,,,,0,Alpinism
1906,0.0,,,,,0,Alpinism
1908,0.0,,,,,0,Alpinism
1912,0.0,,,,,0,Alpinism
1920,0.0,,,,,0,Alpinism
1924,0.0,,,,,1,Alpinism
1928,0.0,,,,,0,Alpinism
1932,0.0,,,,,1,Alpinism
1936,0.0,,,,,1,Alpinism
1948,0.0,,,,,0,Alpinism
1952,0.0,,,,,0,Alpinism
1956,0.0,,,,,0,Alpinism
1960,0.0,,,,,0,Alpinism
1964,0.0,,,,,0,Alpinism
1968,0.0,,,,,0,Alpinism
1972,0.0,,,,,0,Alpinism
1976,0.0,,,,,0,Alpinism
1980,0.0,,,,,0,Alpinism
1984,0.0,,,,,0,Alpinism
1988,0.0,,,,,0,Alpinism
1992,0.0,,,,,0,Alpinism
1996,0.0,,,,,0,Alpinism
2000,0.0,,,,,0,Alpinism
2004,0.0,,,,,0,Alpinism
2008,0.0,,,,,0,Alpinism
2012,0.0,,,,,0,Alpinism
2016,0.0,,,,,0,Alpinism
2020,0.0,,,,,0,Alpinism
2024,0.0,,,,,0,Alpinism
1896,0.0,,,,,0,Archery
1900,0.0,,,,,1,Archery
1904,0.0,,,,,1,Archery
1906,0.0,,,,,0,Archery
1908,0.0,,,,,1,Archery
1912,0.0,,,,,0,Archery
1920,0.0,,,,,1,Archery
1924,0.0,,,,,0,Archery
1928,0.0,,,,,0,Archery
1932,0.0,,,,,0,Archery
1936,0.0,,,,,0,Archery
1948,0.0,,,,,0,Archery
1952,0.0,,,,,0,Archery
1956,0.0,,,,,0,Archery
1960,0.0,,,,,0,Archery
1964,0.0,,,,,0,Archery
1968,0.0,,,,,0,Archery
1972,0.0,,,,,1,Archery
1976,0.0,,,,,1,Archery
1980,0.0,,,,,1,Archery
1984,0.0,,,,,1,Archery
1988,0.0,,,,,1,Archery
1992,0.0,,,,,1,Archery
1996,0.0,,,,,1,Archery
2000,0.0,,,,,1,Archery
2004,0.0,,,,,1,Archery
2008,0.0,,,,,1,Archery
2012,0.0,,,,,1,Archery
2016,0.0,,,,,1,Archery
2020,0.0,,,,,1,Archery
2024,0.0,,,,,1,Archery
1896,0.0,,,,,0,Art Competitions
1900,0.0,,,,,0,Art Competitions
1904,0.0,,,,,0,Art Competitions
1906,0.0,,,,,0,Art Competitions
1908,0.0,,,,,0,Art Competitions
1912,0.0,,,,,1,Art Competitions
1920,0.0,,,,,1,Art Competitions
1924,0.0,,,,,1,Art Competitions
1928,0.0,,,,,1,Art Competitions
1932,0.0,,,,,1,Art Competitions
1936,0.0,,,,,1,Art Competitions
1948,0.0,,,,,1,Art Competitions
1952,0.0,,,,,0,Art Competitions
1956,0.0,,,,,0,Art Competitions
1960,0.0,,,,,0,Art Competitions
1964,0.0,,,,,0,Art Competitions
1968,0.0,,,,,0,Art Competitions
1972,0.0,,,,,0,Art Competitions
1976,0.0,,,,,0,Art Competitions
1980,0.0,,,,,0,Art Competitions
1984,0.0,,,,,0,Art Competitions
1988,0.0,,,,,0,Art Competitions
1992,0.0,,,,,0,Art Competitions
1996,0.0,,,,,0,Art Competitions
2000,0.0,,,,,0,Art Competitions
2004,0.0,,,,,0,Art Competitions
2008,0.0,,,,,0,Art Competitions
2012,0.0,,,,,0,Art Competitions
2016,0.0,,,,,0,Art Competitions
2020,0.0,,,,,0,Art Competitions
2024,0.0,,,,,0,Art Competitions
1896,0.0,,,,,1,Athletics
1900,0.0,,,,,1,Athletics
1904,0.0,,,,,1,Athletics
1906,0.0,,,,,1,Athletics
1908,0.0,,,,,1,Athletics
1912,0.0,,,,,1,Athletics
1920,0.0,,,,,1,Athletics
1924,0.0,,,,,1,Athletics
1928,0.0,,,,,1,Athletics
1932,0.0,,,,,1,Athletics
1936,0.0,,,,,1,Athletics
1948,0.0,,,,,1,Athletics
1952,0.0,,,,,1,Athletics
1956,0.0,,,,,1,Athletics
1960,0.0,,,,,1,Athletics
1964,0.0,,,,,1,Athletics
1968,0.0,,,,,1,Athletics
1972,0.0,,,,,1,Athletics
1976,1.0,,,,,1,Athletics
1980,0.0,,,,,1,Athletics
1984,4.0,,,,,1,Athletics
1988,1.0,,,,,1,Athletics
1992,5.0,,,,,1,Athletics
1996,7.0,,,,,1,Athletics
2000,4.0,,,,,1,Athletics
2004,17.0,,,,,1,Athletics
2008,46.0,,,,,1,Athletics
2012,86.0,,,,,1,Athletics
2016,2.0,,,,,1,Athletics
2020,7.0,,,,,1,Athletics
2024,2.0,,,,,1,Athletics
1896,0.0,,,,,0,Badminton
1900,0.0,,,,,0,Badminton
1904,0.0,,,,,0,Badminton
1906,0.0,,,,,0,Badminton
1908,0.0,,,,,0,Badminton
1912,0.0,,,,,0,Badminton
1920,0.0,,,,,0,Badminton
1924,0.0,,,,,0,Badminton
1928,0.0,,,,,0,Badminton
1932,0.0,,,,,0,Badminton
1936,0.0,,,,,0,Badminton
1948,0.0,,,,,0,Badminton
1952,0.0,,,,,0,Badminton
1956,0.0,,,,,0,Badminton
1960,0.0,,,,,0,Badminton
1964,0.0,,,,,0,Badminton
1968,0.0,,,,,0,Badminton
1972,0.0,,,,,0,Badminton
1976,0.0,,,,,0,Badminton
1980,0.0,,,,,0,Badminton
1984,0.0,,,,,0,Badminton
1988,0.0,,,,,0,Badminton
1992,0.0,,,,,1,Badminton
1996,0.0,,,,,1,Badminton
2000,0.0,,,,,1,Badminton
2004,0.0,,,,,1,Badminton
2008,0.0,,,,,1,Badminton
2012,0.0,,,,,1,Badminton
2016,0.0,,,,,1,Badminton
2020,0.0,,,,,1,Badminton
2024,0.0,,,,,1,Badminton
1896,0.0,,,,,0,Baseball
1900,0.0,,,,,0,Baseball
1904,0.0,,,,,0,Baseball
1906,0.0,,,,,0,Baseball
1908,0.0,,,,,0,Baseball
1912,0.0,,,,,0,Baseball
1920,0.0,,,,,0,Baseball
1924,0.0,,,,,0,Baseball
1928,0.0,,,,,0,Baseball
1932,0.0,,,,,0,Baseball
1936,0.0,,,,,0,Baseball
1948,0.0,,,,,0,Baseball
1952,0.0,,,,,0,Baseball
1956,0.0,,,,,0,Baseball
1960,0.0,,,,,0,Baseball
1964,0.0,,,,,0,Baseball
1968,0.0,,,,,0,Baseball
1972,0.0,,,,,0,Baseball
1976,0.0,,,,,0,Baseball
1980,0.0,,,,,0,Baseball
1984,0.0,,,,,0,Baseball
1988,0.0,,,,,0,Baseball
1992,0.0,,,,,1,Baseball
1996,0.0,,,,,1,Baseball
2000,0.0,,,,,1,Baseball
2004,2.0,,,,,1,Baseball
2008,0.0,,,,,1,Baseball
2012,0.0,,,,,0,Baseball
2016,0.0,,,,,0,Baseball
2020,0.0,,,,,0,Baseball
2024,0.0,,,,,0,Baseball
1896,0.0,,,,,0,Basketball
1900,0.0,,,,,0,Basketball
1904,0.0,,,,,0,Basketball
1906,0.0,,,,,0,Basketball
1908,0.0,,,,,0,Basketball
1912,0.0,,,,,0,Basketball
1920,0.0,,,,,0,Basketball
1924,0.0,,,,,0,Basketball
1928,0.0,,,,,0,Basketball
1932,0.0,,,,,0,Basketball
1936,0.0,,,,,1,Basketball
1948,0.0,,,,,1,Basketball
1952,0.0,,,,,1,Basketball
1956,0.0,,,,,1,Basketball
1960,0.0,,,,,1,Basketball
1964,0.0,,,,,1,Basketball
1968,0.0,,,,,1,Basketball
1972,1.0,,,,,1,Basketball
1976,0.0,,,,,1,Basketball
1980,0.0,,,,,1,Basketball
1984,0.0,,,,,1,Basketball
1988,0.0,,,,,1,Basketball
1992,0.0,,,,,1,Basketball
1996,0.0,,,,,1,Basketball
2000,0.0,,,,,1,Basketball
2004,0.0,,,,,1,Basketball
2008,0.0,,,,,1,Basketball
2012,0.0,,,,,1,Basketball
2016,0.0,,,,,1,Basketball
2020,0.0,,,,,1,Basketball
2024,0.0,,,,,1,Basketball
1896,0.0,,,,,0,Basque Pelota
1900,0.0,0.0,0.0010330578512396,0.005,1.4142135623730951,1,Basque Pelota
1904,0.0,,,,,0,Basque Pelota
1906,0.0,,,,,0,Basque Pelota
1908,0.0,,,,,0,Basque Pelota
1912,0.0,,,,,0,Basque Pelota
1920,0.0,,,,,0,Basque Pelota
1924,0.0,,,,,0,Basque Pelota
1928,0.0,,,,,0,Basque Pelota
1932,0.0,,,,,0,Basque Pelota
1936,0.0,,,,,0,Basque Pelota
1948,0.0,,,,,0,Basque Pelota
1952,0.0,,,,,0,Basque Pelota
1956,0.0,,,,,0,Basque Pelota
1960,0.0,,,,,0,Basque Pelota
1964,0.0,,,,,0,Basque Pelota
1968,0.0,,,,,0,Basque Pelota
1972,0.0,,,,,0,Basque Pelota
1976,0.0,,,,,0,Basque Pelota
1980,0.0,,,,,0,Basque Pelota
1984,0.0,,,,,0,Basque Pelota
1988,0.0,,,,,0,Basque Pelota
1992,0.0,,,,,0,Basque Pelota
1996,0.0,,,,,0,Basque Pelota
2000,0.0,,,,,0,Basque Pelota
2004,0.0,,,,,0,Basque Pelota
2008,0.0,,,,,0,Basque Pelota
2012,0.0,,,,,0,Basque Pelota
2016,0.0,,,,,0,Basque Pelota
2020,0.0,,,,,0,Basque Pelota
2024,0.0,,,,,0,Basque Pelota
1896,0.0,,,,,0,Beach Volleyball
1900,0.0,,,,,0,Beach Volleyball
1904,0.0,,,,,0,Beach Volleyball
1906,0.0,,,,,0,Beach Volleyball
1908,0.0,,,,,0,Beach Volleyball
1912,0.0,,,,,0,Beach Volleyball
1920,0.0,,,,,0,Beach Volleyball
1924,0.0,,,,,0,Beach Volleyball
1928,0.0,,,,,0,Beach Volleyball
1932,0.0,,,,,0,Beach Volleyball
1936,0.0,,,,,0,Beach Volleyball
1948,0.0,,,,,0,Beach Volleyball
1952,0.0,,,,,0,Beach Volleyball
1956,0.0,,,,,0,Beach Volleyball
1960,0.0,,,,,0,Beach Volleyball
1964,0.0,,,,,0,Beach Volleyball
1968,0.0,,,,,0,Beach Volleyball
1972,0.0,,,,,0,Beach Volleyball
1976,0.0,,,,,0,Beach Volleyball
1980,0.0,,,,,0,Beach Volleyball
1984,0.0,,,,,0,Beach Volleyball
1988,0.0,,,,,0,Beach Volleyball
1992,0.0,,,,,0,Beach Volleyball
1996,0.0,,,,,1,Beach Volleyball
2000,0.0,,,,,1,Beach Volleyball
2004,0.0,,,,,1,Beach Volleyball
2008,0.0,,,,,1,Beach Volleyball
2012,0.0,,,,,1,Beach Volleyball
2016,0.0,,,,,1,Beach Volleyball
2020,0.0,,,,,0,Beach Volleyball
2024,0.0,,,,,1,Beach Volleyball
1896,0.0,,,,,0,Biathlon
1900,0.0,,,,,0,Biathlon
1904,0.0,,,,,0,Biathlon
1906,0.0,,,,,0,Biathlon
1908,0.0,,,,,0,Biathlon
1912,0.0,,,,,0,Biathlon
1920,0.0,,,,,0,Biathlon
1924,0.0,,,,,0,Biathlon
1928,0.0,,,,,0,Biathlon
1932,0.0,,,,,0,Biathlon
1936,0.0,,,,,0,Biathlon
1948,0.0,,,,,0,Biathlon
1952,0.0,,,,,0,Biathlon
1956,0.0,,,,,0,Biathlon
1960,0.0,,,,,1,Biathlon
1964,0.0,,,,,1,Biathlon
1968,0.0,,,,,1,Biathlon
1972,0.0,,,,,1,Biathlon
1976,0.0,,,,,1,Biathlon
1980,0.0,,,,,1,Biathlon
1984,0.0,,,,,1,Biathlon
1988,0.0,,,,,1,Biathlon
1992,0.0,,,,,1,Biathlon
1996,0.0,,,,,0,Biathlon
2000,0.0,,,,,0,Biathlon
2004,0.0,,,,,0,Biathlon
2008,0.0,,,,,0,Biathlon
2012,0.0,,,,,0,Biathlon
2016,0.0,,,,,0,Biathlon
2020,0.0,,,,,0,Biathlon
2024,0.0,,,,,0,Biathlon
1896,0.0,,,,,0,Bobsleigh
1900,0.0,,,,,0,Bobsleigh
1904,0.0,,,,,0,Bobsleigh
1906,0.0,,,,,0,Bobsleigh
1908,0.0,,,,,0,Bobsleigh
1912,0.0,,,,,0,Bobsleigh
1920,0.0,,,,,0,Bobsleigh
1924,0.0,,,,,1,Bobsleigh
1928,0.0,,,,,1,Bobsleigh
1932,0.0,,,,,1,Bobsleigh
1936,0.0,,,,,1,Bobsleigh
1948,0.0,,,,,1,Bobsleigh
1952,0.0,,,,,1,Bobsleigh
1956,0.0,,,,,1,Bobsleigh
1960,0.0,,,,,0,Bobsleigh
1964,0.0,,,,,1,Bobsleigh
1968,0.0,,,,,1,Bobsleigh
1972,0.0,,,,,1,Bobsleigh
1976,0.0,,,,,1,Bobsleigh
1980,0.0,,,,,1,Bobsleigh
1984,0.0,,,,,1,Bobsleigh
1988,0.0,,,,,1,Bobsleigh
1992,0.0,,,,,1,Bobsleigh
1996,0.0,,,,,0,Bobsleigh
2000,0.0,,,,,0,Bobsleigh
2004,0.0,,,,,0,Bobsleigh
2008,0.0,,,,,0,Bobsleigh
2012,0.0,,,,,0,Bobsleigh
2016,0.0,,,,,0,Bobsleigh
2020,0.0,,,,,0,Bobsleigh
2024,0.0,,,,,0,Bobsleigh
1896,0.0,,,,,0,Boxing
1900,0.0,,,,,0,Boxing
1904,0.0,,,,,1,Boxing
1906,0.0,,,,,0,Boxing
1908,0.0,,,,,1,Boxing
1912,0.0,,,,,0,Boxing
1920,0.0,,,,,1,Boxing
1924,0.0,,,,,1,Boxing
1928,0.0,,,,,1,Boxing
1932,0.0,,,,,1,Boxing
1936,0.0,,,,,1,Boxing
1948,0.0,,,,,1,Boxing
1952,0.0,,,,,1,Boxing
1956,0.0,,,,,1,Boxing
1960,0.0,,,,,1,Boxing
1964,0.0,,,,,1,Boxing
1968,0.0,,,,,1,Boxing
1972,0.0,,,,,1,Boxing
1976,0.0,,,,,1,Boxing
1980,0.0,,,,,1,Boxing
1984,0.0,,,,,1,Boxing
1988,0.0,,,,,1,Boxing
1992,0.0,,,,,1,Boxing
1996,0.0,,,,,1,Boxing
2000,0.0,,,,,1,Boxing
2004,1.0,,,,,1,Boxing
2008,0.0,,,,,1,Boxing
2012,0.0,,,,,1,Boxing
2016,2.0,,,,,1,Boxing
2020,0.0,,,,,1,Boxing
2024,1.0,,,,,1,Boxing
1896,0.0,,,,,0,Canoeing
1900,0.0,,,,,0,Canoeing
1904,0.0,,,,,0,Canoeing
1906,0.0,,,,,0,Canoeing
1908,0.0,,,,,0,Canoeing
1912,0.0,,,,,0,Canoeing
1920,0.0,,,,,0,Canoeing
1924,0.0,,,,,0,Canoeing
1928,0.0,,,,,0,Canoeing
1932,0.0,,,,,0,Canoeing
1936,0.0,,,,,1,Canoeing
1948,0.0,,,,,1,Canoeing
1952,0.0,,,,,1,Canoeing
1956,0.0,,,,,1,Canoeing
1960,0.0,,,,,1,Canoeing
1964,0.0,,,,,1,Canoeing
1968,0.0,,,,,1,Canoeing
1972,0.0,,,,,1,Canoeing
1976,0.0,,,,,1,Canoeing
1980,0.0,,,,,1,Canoeing
1984,0.0,,,,,1,Canoeing
1988,0.0,,,,,1,Canoeing
1992,0.0,,,,,1,Canoeing
1996,0.0,,,,,1,Canoeing
2000,0.0,,,,,1,Canoeing
2004,0.0,,,,,1,Canoeing
2008,1.0,,,,,1,Canoeing
2012,1.0,,,,,1,Canoeing
2016,1.0,,,,,1,Canoeing
2020,0.0,,,,,1,Canoeing
2024,0.0,,,,,1,Canoeing
1896,0.0,,,,,0,Cricket
1900,0.0,0.0,0.012396694214876,0.01,0.8287754140107481,1,Cricket
1904,0.0,,,,,0,Cricket
1906,0.0,,,,,0,Cricket
1908,0.0,,,,,0,Cricket
1912,0.0,,,,,0,Cricket
1920,0.0,,,,,0,Cricket
1924,0.0,,,,,0,Cricket
1928,0.0,,,,,0,Cricket
1932,0.0,,,,,0,Cricket
1936,0.0,,,,,0,Cricket
1948,0.0,,,,,0,Cricket
1952,0.0,,,,,0,Cricket
1956,0.0,,,,,0,Cricket
1960,0.0,,,,,0,Cricket
1964,0.0,,,,,0,Cricket
1968,0.0,,,,,0,Cricket
1972,0.0,,,,,0,Cricket
1976,0.0,,,,,0,Cricket
1980,0.0,,,,,0,Cricket
1984,0.0,,,,,0,Cricket
1988,0.0,,,,,0,Cricket
1992,0.0,,,,,0,Cricket
1996,0.0,,,,,0,Cricket
2000,0.0,,,,,0,Cricket
2004,0.0,,,,,0,Cricket
2008,0.0,,,,,0,Cricket
2012,0.0,,,,,0,Cricket
2016,0.0,,,,,0,Cricket
2020,0.0,,,,,0,Cricket
2024,0.0,,,,,0,Cricket
1896,0.0,,,,,0,Croquet
1900,0.0,0.3157894736842105,0.0098140495867768,0.005,0.4242640687119285,1,Croquet
1904,0.0,,,,,0,Croquet
1906,0.0,,,,,0,Croquet
1908,0.0,,,,,0,Croquet
1912,0.0,,,,,0,Croquet
1920,0.0,,,,,0,Croquet
1924,0.0,,,,,0,Croquet
1928,0.0,,,,,0,Croquet
1932,0.0,,,,,0,Croquet
1936,0.0,,,,,0,Croquet
1948,0.0,,,,,0,Croquet
1952,0.0,,,,,0,Croquet
1956,0.0,,,,,0,Croquet
1960,0.0,,,,,0,Croquet
1964,0.0,,,,,0,Croquet
1968,0.0,,,,,0,Croquet
1972,0.0,,,,,0,Croquet
1976,0.0,,,,,0,Croquet
1980,0.0,,,,,0,Croquet
1984,0.0,,,,,0,Croquet
1988,0.0,,,,,0,Croquet
1992,0.0,,,,,0,Croquet
1996,0.0,,,,,0,Croquet
2000,0.0,,,,,0,Croquet
2004,0.0,,,,,0,Croquet
2008,0.0,,,,,0,Croquet
2012,0.0,,,,,0,Croquet
2016,0.0,,,,,0,Croquet
2020,0.0,,,,,0,Croquet
2024,0.0,,,,,0,Croquet
1896,0.0,,,,,0,Cross Country Skiing
1900,0.0,,,,,0,Cross Country Skiing
1904,0.0,,,,,0,Cross Country Skiing
1906,0.0,,,,,0,Cross Country Skiing
1908,0.0,,,,,0,Cross Country Skiing
1912,0.0,,,,,0,Cross Country Skiing
1920,0.0,,,,,0,Cross Country Skiing
1924,0.0,,,,,1,Cross Country Skiing
1928,0.0,,,,,1,Cross Country Skiing
1932,0.0,,,,,1,Cross Country Skiing
1936,0.0,,,,,1,Cross Country Skiing
1948,0.0,,,,,1,Cross Country Skiing
1952,0.0,,,,,1,Cross Country Skiing
1956,0.0,,,,,1,Cross Country Skiing
1960,0.0,,,,,1,Cross Country Skiing
1964,0.0,,,,,1,Cross Country Skiing
1968,0.0,,,,,1,Cross Country Skiing
1972,0.0,,,,,1,Cross Country Skiing
1976,0.0,,,,,1,Cross Country Skiing
1980,0.0,,,,,1,Cross Country Skiing
1984,0.0,,,,,1,Cross Country Skiing
1988,0.0,,,,,1,Cross Country Skiing
1992,0.0,,,,,1,Cross Country Skiing
1996,0.0,,,,,0,Cross Country Skiing
2000,0.0,,,,,0,Cross Country Skiing
2004,0.0,,,,,0,Cross Country Skiing
2008,0.0,,,,,0,Cross Country Skiing
2012,0.0,,,,,0,Cross Country Skiing
2016,0.0,,,,,0,Cross Country Skiing
2020,0.0,,,,,0,Cross Country Skiing
2024,0.0,,,,,0,Cross Country Skiing
1896,0.0,,,,,0,Curling
1900,0.0,,,,,0,Curling
1904,0.0,,,,,0,Curling
1906,0.0,,,,,0,Curling
1908,0.0,,,,,0,Curling
1912,0.0,,,,,0,Curling
1920,0.0,,,,,0,Curling
1924,0.0,0.0,0.0028104689970138,0.015,0.4677071733467427,1,Curling
1928,0.0,,,,,0,Curling
1932,0.0,,,,,0,Curling
1936,0.0,,,,,0,Curling
1948,0.0,,,,,0,Curling
1952,0.0,,,,,0,Curling
1956,0.0,,,,,0,Curling
1960,0.0,,,,,0,Curling
1964,0.0,,,,,0,Curling
1968,0.0,,,,,0,Curling
1972,0.0,,,,,0,Curling
1976,0.0,,,,,0,Curling
1980,0.0,,,,,0,Curling
1984,0.0,,,,,0,Curling
1988,0.0,,,,,0,Curling
1992,0.0,,,,,0,Curling
1996,0.0,,,,,0,Curling
2000,0.0,,,,,0,Curling
2004,0.0,,,,,0,Curling
2008,0.0,,,,,0,Curling
2012,0.0,,,,,0,Curling
2016,0.0,,,,,0,Curling
2020,0.0,,,,,0,Curling
2024,0.0,,,,,0,Curling
1896,0.0,,,,,1,Cycling
1900,0.0,,,,,1,Cycling
1904,0.0,,,,,1,Cycling
1906,0.0,,,,,1,Cycling
1908,0.0,,,,,1,Cycling
1912,0.0,,,,,1,Cycling
1920,0.0,,,,,1,Cycling
1924,0.0,,,,,1,Cycling
1928,0.0,,,,,1,Cycling
1932,0.0,,,,,1,Cycling
1936,0.0,,,,,1,Cycling
1948,0.0,,,,,1,Cycling
1952,0.0,,,,,1,Cycling
1956,0.0,,,,,1,Cycling
1960,0.0,,,,,1,Cycling
1964,0.0,,,,,1,Cycling
1968,0.0,,,,,1,Cycling
1972,2.0,,,,,1,Cycling
1976,0.0,,,,,1,Cycling
1980,0.0,,,,,1,Cycling
1984,0.0,,,,,1,Cycling
1988,0.0,,,,,1,Cycling
1992,0.0,,,,,1,Cycling
1996,0.0,,,,,1,Cycling
2000,1.0,,,,,1,Cycling
2004,1.0,,,,,1,Cycling
2008,4.0,,,,,1,Cycling
2012,3.0,,,,,1,Cycling
2016,1.0,,,,,1,Cycling
2020,0.0,,,,,1,Cycling
2024,0.0,,,,,1,Cycling
1896,0.0,,,,,0,Diving
1900,0.0,,,,,0,Diving
1904,0.0,,,,,1,Diving
1906,0.0,,,,,1,Diving
1908,0.0,,,,,1,Diving
1912,0.0,,,,,1,Diving
1920,0.0,,,,,1,Diving
1924,0.0,,,,,1,Diving
1928,0.0,,,,,1,Diving
1932,0.0,,,,,1,Diving
1936,0.0,,,,,1,Diving
1948,0.0,,,,,1,Diving
1952,0.0,,,,,1,Diving
1956,0.0,,,,,1,Diving
1960,0.0,,,,,1,Diving
1964,0.0,,,,,1,Diving
1968,0.0,,,,,1,Diving
1972,0.0,,,,,1,Diving
1976,0.0,,,,,1,Diving
1980,0.0,,,,,1,Diving
1984,0.0,,,,,1,Diving
1988,0.0,,,,,1,Diving
1992,0.0,,,,,1,Diving
1996,0.0,,,,,1,Diving
2000,0.0,,,,,1,Diving
2004,0.0,,,,,1,Diving
2008,0.0,,,,,1,Diving
2012,0.0,,,,,1,Diving
2016,0.0,,,,,1,Diving
2020,0.0,,,,,1,Diving
2024,0.0,,,,,1,Diving
1896,0.0,,,,,0,Equestrianism
1900,0.0,,,,,1,Equestrianism
1904,0.0,,,,,0,Equestrianism
1906,0.0,,,,,0,Equestrianism
1908,0.0,,,,,0,Equestrianism
1912,0.0,,,,,1,Equestrianism
1920,0.0,,,,,1,Equestrianism
1924,0.0,,,,,1,Equestrianism
1928,0.0,,,,,1,Equestrianism
1932,0.0,,,,,1,Equestrianism
1936,0.0,,,,,1,Equestrianism
1948,0.0,,,,,1,Equestrianism
1952,0.0,,,,,1,Equestrianism
1956,0.0,,,,,1,Equestrianism
1960,0.0,,,,,1,Equestrianism
1964,0.0,,,,,1,Equestrianism
1968,0.0,,,,,1,Equestrianism
1972,0.0,,,,,1,Equestrianism
1976,0.0,,,,,1,Equestrianism
1980,0.0,,,,,1,Equestrianism
1984,0.0,,,,,1,Equestrianism
1988,0.0,,,,,1,Equestrianism
1992,0.0,,,,,1,Equestrianism
1996,0.0,,,,,1,Equestrianism
2000,0.0,,,,,1,Equestrianism
2004,2.0,,,,,1,Equestrianism
2008,6.0,,,,,1,Equestrianism
2012,0.0,,,,,1,Equestrianism
2016,0.0,,,,,1,Equestrianism
2020,1.0,,,,,1,Equestrianism
2024,0.0,,,,,1,Equestrianism
1896,0.0,,,,,1,Fencing
1900,0.0,,,,,1,Fencing
1904,0.0,,,,,1,Fencing
1906,0.0,,,,,1,Fencing
1908,0.0,,,,,1,Fencing
1912,0.0,,,,,1,Fencing
1920,0.0,,,,,1,Fencing
1924,0.0,,,,,1,Fencing
1928,0.0,,,,,1,Fencing
1932,0.0,,,,,1,Fencing
1936,0.0,,,,,1,Fencing
1948,0.0,,,,,1,Fencing
1952,0.0,,,,,1,Fencing
1956,0.0,,,,,1,Fencing
1960,0.0,,,,,1,Fencing
1964,0.0,,,,,1,Fencing
1968,0.0,,,,,1,Fencing
1972,0.0,,,,,1,Fencing
1976,0.0,,,,,1,Fencing
1980,0.0,,,,,1,Fencing
1984,0.0,,,,,1,Fencing
1988,0.0,,,,,1,Fencing
1992,0.0,,,,,1,Fencing
1996,0.0,,,,,1,Fencing
2000,0.0,,,,,1,Fencing
2004,0.0,,,,,1,Fencing
2008,0.0,,,,,1,Fencing
2012,0.0,,,,,1,Fencing
2016,0.0,,,,,1,Fencing
2020,0.0,,,,,1,Fencing
2024,0.0,,,,,1,Fencing
1896,0.0,,,,,0,Figure Skating
